year,IPC4,IPCMAG
1907,3.65e-05,0.0
1908,3.66e-05,0.0
1909,3.6700000000000004e-05,0.0
1910,3.68e-05,0.0
1911,3.69e-05,0.0
1912,3.7e-05,0.0
1913,3.71e-05,0.0
1914,3.7199999999999996e-05,0.0
1915,3.73e-05,0.0
1916,3.74e-05,0.0
1917,3.75e-05,0.0
1918,3.76e-05,0.0
1919,3.7699999999999995e-05,0.0
1920,3.78e-05,0.0
1921,3.7900000000000006e-05,0.0
1922,3.8e-05,0.0
1923,3.8100000000000005e-05,0.0
1924,3.82e-05,0.0
1925,3.83e-05,0.0
1926,3.84e-05,0.0
1927,3.84e-05,0.0
1928,3.85e-05,0.0
1929,3.86e-05,0.0
1930,3.87e-05,0.0
1931,3.88e-05,0.0
1932,3.89e-05,0.0
1933,3.9e-05,0.0
1934,3.91e-05,0.0
1935,3.92e-05,0.0
1936,3.93e-05,0.0
1937,3.9399999999999995e-05,0.0
1938,3.95e-05,0.0
1939,3.96e-05,0.0
1940,3.9699999999999996e-05,0.0
1941,4.1599999999999995e-05,0.0
1942,4.3299999999999995e-05,0.0
1943,4.4999999999999996e-05,0.0
1944,4.66e-05,0.0
1945,4.71e-05,0.0
1946,4.74e-05,0.0
1947,4.7600000000000005e-05,0.0
1948,4.77e-05,0.0
1949,4.77e-05,0.0
1950,4.75e-05,0.0
1951,5.02e-05,0.0
1952,5.2499999999999995e-05,0.0
1953,5.4600000000000006e-05,0.0
1954,5.6500000000000005e-05,0.0
1955,5.8500000000000006e-05,0.0
1956,6.0400000000000004e-05,0.0
1957,6.24e-05,0.0
1958,6.44e-05,0.0
1959,6.63e-05,0.0
1960,6.809999999999999e-05,0.0
1961,6.97e-05,0.0
1962,7.12e-05,0.0
1963,7.26e-05,0.0
1964,7.39e-05,0.0
1965,7.53e-05,0.0
1966,7.670000000000001e-05,0.0
1967,7.81e-05,0.0
1968,7.92e-05,0.0
1969,7.950000000000001e-05,0.0
1970,8.400000000000001e-05,0.0
1971,8.5e-05,0.0
1972,8.53e-05,0.0
1973,8.53e-05,0.0
1974,8.56e-05,0.0
1975,8.649999999999999e-05,0.0
1976,8.82e-05,0.0
1977,9.06e-05,0.0
1978,9.35e-05,0.0
1979,9.68e-05,0.0
1980,0.0001,0.0
1981,0.000104,0.0
1982,0.000107,0.0
1983,0.000111,0.0
1984,0.000114,0.0
1985,0.00011700000000000001,0.0
1986,0.000121,0.0
1987,0.000123,0.0
1988,0.000126,0.0
1989,0.000129,0.0
1990,0.000132,0.0
1991,0.00013900000000000002,1.0000000000000001e-07
1992,0.00014299999999999998,1.0000000000000001e-07
1993,0.000146,1.0000000000000001e-07
1994,0.000149,1.0000000000000001e-07
1995,0.00015099999999999998,0.0015300000000000001
1996,0.000152,0.0015300000000000001
1997,0.000152,0.0015300000000000001
1998,0.00015099999999999998,0.0015300000000000001
1999,0.00015099999999999998,0.0015300000000000001
2000,0.00015,0.0015300000000000001
2001,0.00015,0.0015300000000000001
2002,0.00015,0.0015300000000000001
2003,0.000149,0.0015400000000000001
2004,0.000149,0.0015400000000000001
2005,0.000148,0.0015400000000000001
2006,0.000148,0.0015400000000000001
2007,0.000147,0.00156
2008,0.000146,0.00157
2009,0.000145,0.00164
2010,0.000145,0.00164
2011,0.000145,0.00175
2012,0.000145,0.00175
2013,0.000145,0.0018
2014,0.000146,0.00183
2015,0.000146,0.00186
2016,0.000147,0.0019
2017,0.000148,0.0018700000000000001
2018,0.000149,0.00188
2019,0.00015,0.0019299999999999999
2020,0.00015099999999999998,0.00196
2021,0.000153,0.0020099999999999996
2022,0.000154,0.00204
2023,0.000155,0.0020800000000000003
