year,IPC4,IPCMAG
1862,3.29e-09,1.38e-08
1863,3.3e-09,1.38e-08
1864,3.3e-09,1.39e-08
1865,3.3e-09,1.39e-08
1866,3.3e-09,1.39e-08
1867,3.31e-09,1.39e-08
1868,3.31e-09,1.39e-08
1869,3.31e-09,1.39e-08
1870,3.32e-09,1.39e-08
1871,3.38e-09,1.42e-08
1872,3.5200000000000003e-09,1.48e-08
1873,3.72e-09,1.56e-08
1874,3.97e-09,1.67e-08
1875,4.25e-09,1.78e-08
1876,4.53e-09,1.9e-08
1877,4.8e-09,2.02e-08
1878,5.04e-09,2.12e-08
1879,5.22e-09,2.19e-08
1880,5.339999999999999e-09,2.24e-08
1881,5.4e-09,2.2699999999999998e-08
1882,5.45e-09,2.29e-08
1883,5.5e-09,2.31e-08
1884,5.54e-09,2.33e-08
1885,5.57e-09,2.34e-08
1886,5.6e-09,2.35e-08
1887,5.64e-09,2.37e-08
1888,5.67e-09,2.3799999999999998e-08
1889,5.71e-09,2.4e-08
1890,5.75e-09,2.6699999999999998e-08
1891,5.800000000000001e-09,2.55e-08
1892,5.85e-09,2.4499999999999998e-08
1893,5.9e-09,2.36e-08
1894,5.96e-09,2.28e-08
1895,6.01e-09,2.22e-08
1896,6.07e-09,2.17e-08
1897,6.13e-09,2.13e-08
1898,6.2e-09,2.11e-08
1899,6.27e-09,2.09e-08
1900,6.35e-09,2.09e-08
1901,6.44e-09,2.11e-08
1902,6.54e-09,2.16e-08
1903,6.66e-09,2.24e-08
1904,6.79e-09,2.34e-08
1905,6.93e-09,2.4499999999999998e-08
1906,7.07e-09,2.5599999999999998e-08
1907,7.22e-09,2.6699999999999998e-08
1908,7.36e-09,2.77e-08
1909,7.500000000000001e-09,2.85e-08
1910,7.63e-09,2.91e-08
1911,7.76e-09,2.94e-08
1912,7.890000000000001e-09,2.97e-08
1913,8.01e-09,3.0000000000000004e-08
1914,8.14e-09,3.03e-08
1915,8.27e-09,3.05e-08
1916,8.39e-09,3.0700000000000004e-08
1917,8.52e-09,3.09e-08
1918,8.65e-09,3.1099999999999994e-08
1919,8.78e-09,3.1399999999999997e-08
1920,8.91e-09,3.17e-08
1921,9.04e-09,3.21e-08
1922,9.18e-09,3.25e-08
1923,9.31e-09,3.3000000000000004e-08
1924,9.449999999999999e-09,3.35e-08
1925,9.59e-09,3.4e-08
1926,9.73e-09,3.45e-08
1927,9.87e-09,3.49e-08
1928,1e-08,3.53e-08
1929,1.01e-08,3.55e-08
1930,1.02e-08,3.56e-08
1931,1.03e-08,3.55e-08
1932,1.04e-08,3.54e-08
1933,1.05e-08,3.53e-08
1934,1.06e-08,3.5200000000000004e-08
1935,1.07e-08,3.4999999999999996e-08
1936,1.07e-08,3.49e-08
1937,1.08e-08,3.4700000000000006e-08
1938,1.09e-08,3.46e-08
1939,1.11e-08,3.45e-08
1940,1.12e-08,3.45e-08
1941,1.1600000000000001e-08,3.4999999999999996e-08
1942,1.24e-08,3.65e-08
1943,1.3400000000000001e-08,3.8800000000000003e-08
1944,1.46e-08,4.15e-08
1945,1.5999999999999998e-08,4.46e-08
1946,1.74e-08,4.7800000000000005e-08
1947,1.8700000000000002e-08,5.09e-08
1948,2e-08,5.37e-08
1949,2.11e-08,5.59e-08
1950,2.19e-08,5.74e-08
1951,2.2500000000000003e-08,5.85e-08
1952,2.3e-08,5.97e-08
1953,2.34e-08,6.1e-08
1954,2.3799999999999998e-08,6.23e-08
1955,2.4199999999999998e-08,6.370000000000001e-08
1956,2.4600000000000002e-08,6.51e-08
1957,2.5000000000000002e-08,6.66e-08
1958,2.55e-08,6.810000000000001e-08
1959,2.5999999999999998e-08,6.96e-08
1960,2.6699999999999998e-08,7.12e-08
1961,2.75e-08,1.0000000000000001e-07
1962,2.87e-08,1.0000000000000001e-07
1963,3.01e-08,0.0
1964,3.1600000000000005e-08,2.0000000000000002e-07
1965,3.32e-08,2.0000000000000002e-07
1966,3.48e-08,2.0000000000000002e-07
1967,3.6399999999999995e-08,2.0000000000000002e-07
1968,3.79e-08,2.0000000000000002e-07
1969,3.93e-08,2.0000000000000002e-07
1970,4.04e-08,2.0000000000000002e-07
1971,4.1399999999999994e-08,2.0000000000000002e-07
1972,4.2299999999999995e-08,3e-07
1973,4.32e-08,3e-07
1974,4.4e-08,3e-07
1975,4.49e-08,3e-07
1976,4.56e-08,3e-07
1977,4.63e-08,3e-07
1978,4.7e-08,3e-07
1979,4.75e-08,3e-07
1980,4.8099999999999994e-08,3e-07
1981,4.8600000000000005e-08,3e-07
1982,4.91e-08,3e-07
1983,4.95e-08,3e-07
1984,5.0000000000000004e-08,3e-07
1985,5.05e-08,3e-07
1986,5.08e-08,3e-07
1987,5.1199999999999995e-08,3e-07
1988,5.1400000000000004e-08,3e-07
1989,5.16e-08,3e-07
1990,5.16e-08,3e-07
1991,5.16e-08,3e-07
1992,5.15e-08,3e-07
1993,5.1400000000000004e-08,3e-07
1994,5.13e-08,3e-07
1995,5.1199999999999995e-08,3e-07
1996,5.11e-08,3e-07
1997,5.09e-08,3e-07
1998,5.08e-08,3e-07
1999,5.08e-08,3e-07
2000,5.07e-08,3e-07
2001,5.61e-08,3e-07
2002,5.5e-08,3e-07
2003,5.2099999999999997e-08,3e-07
2004,4.93e-08,3e-07
2005,4.68e-08,3e-07
2006,4.58e-08,3e-07
2007,4.49e-08,3e-07
2008,4.51e-08,3e-07
2009,4.5399999999999996e-08,3e-07
2010,4.6e-08,3e-07
2011,4.7e-08,3e-07
2012,4.8099999999999994e-08,3e-07
2013,4.93e-08,3e-07
2014,5.09e-08,3e-07
2015,5.2099999999999997e-08,3e-07
2016,5.35e-08,3e-07
2017,5.42e-08,3e-07
2018,5.55e-08,4.0000000000000003e-07
2019,5.77e-08,5e-07
2020,5.99e-08,7e-07
2021,6.169999999999999e-08,9e-07
2022,6.34e-08,9e-07
2023,6.51e-08,1.01e-06
