year,IPC4,IPCMAG
1879,0.00027800000000000004,7.69e-05
1880,0.000279,7.72e-05
1881,0.00028000000000000003,7.75e-05
1882,0.00028100000000000005,7.78e-05
1883,0.00028100000000000005,7.81e-05
1884,0.00028199999999999997,7.84e-05
1885,0.000283,7.87e-05
1886,0.00028399999999999996,7.9e-05
1887,0.000285,7.92e-05
1888,0.00028599999999999996,7.950000000000001e-05
1889,0.000287,7.98e-05
1890,0.00028799999999999995,8.07e-05
1891,0.000289,8.07e-05
1892,0.00029,8.07e-05
1893,0.00029099999999999997,8.07e-05
1894,0.000292,8.08e-05
1895,0.00029299999999999997,8.09e-05
1896,0.000294,8.11e-05
1897,0.00029499999999999996,8.12e-05
1898,0.000296,8.14e-05
1899,0.000297,8.16e-05
1900,0.000298,8.19e-05
1901,0.000299,8.219999999999999e-05
1902,0.0003,8.26e-05
1903,0.000301,8.3e-05
1904,0.00030199999999999997,8.350000000000001e-05
1905,0.000303,8.41e-05
1906,0.000304,8.46e-05
1907,0.000305,8.51e-05
1908,0.000306,8.56e-05
1909,0.000307,8.609999999999999e-05
1910,0.000308,8.649999999999999e-05
1911,0.000309,8.68e-05
1912,0.00031,8.71e-05
1913,0.000311,8.730000000000001e-05
1914,0.000312,8.76e-05
1915,0.000312,8.790000000000001e-05
1916,0.000313,8.81e-05
1917,0.000314,8.840000000000001e-05
1918,0.000315,8.86e-05
1919,0.000316,8.89e-05
1920,0.000316,8.92e-05
1921,0.000317,8.95e-05
1922,0.00031800000000000003,8.98e-05
1923,0.000319,9.01e-05
1924,0.00032,9.039999999999999e-05
1925,0.00032,9.080000000000001e-05
1926,0.000321,9.11e-05
1927,0.000322,9.14e-05
1928,0.000323,9.17e-05
1929,0.000324,9.19e-05
1930,0.000324,9.22e-05
1931,0.000325,9.24e-05
1932,0.000326,9.26e-05
1933,0.00032700000000000003,9.279999999999999e-05
1934,0.000328,9.29e-05
1935,0.00032900000000000003,9.31e-05
1936,0.00032900000000000003,9.520000000000001e-05
1937,0.00033,9.719999999999999e-05
1938,0.000331,9.93e-05
1939,0.000332,0.000101
1940,0.000333,0.000104
1941,0.00033400000000000004,0.000106
1942,0.00033400000000000004,0.000108
1943,0.000335,0.000111
1944,0.00033600000000000004,0.000114
1945,0.000337,0.00011700000000000001
1946,0.00033800000000000003,0.00011999999999999999
1947,0.000339,0.000123
1948,0.000339,0.000125
1949,0.00034,0.000128
1950,0.00034100000000000005,0.000131
1951,0.00032900000000000003,0.000129
1952,0.00032700000000000003,0.00013000000000000002
1953,0.000331,0.000134
1954,0.000339,0.00013900000000000002
1955,0.00035,0.000145
1956,0.00036199999999999996,0.000152
1957,0.000374,0.00015900000000000002
1958,0.000386,0.000166
1959,0.000397,0.00017299999999999998
1960,0.00040699999999999997,0.00017999999999999998
1961,0.000415,0.000115
1962,0.000421,0.000115
1963,0.000423,8.25e-05
1964,0.000423,0.00038500000000000003
1965,0.00041799999999999997,0.000377
1966,0.000408,0.000377
1967,0.000393,0.000377
1968,0.000377,0.000382
1969,0.00036199999999999996,0.00038700000000000003
1970,0.0007289999999999999,0.000393
1971,0.00028199999999999997,0.000398
1972,0.00027400000000000005,0.00040300000000000004
1973,0.000268,0.00041099999999999996
1974,0.000262,0.000419
1975,0.000257,0.000426
1976,0.00025,0.000404
1977,0.000242,0.000404
1978,0.000235,0.000437
1979,0.000229,0.000444
1980,0.000225,0.00045400000000000003
1981,0.000223,0.000464
1982,0.000223,0.000472
1983,0.000222,0.000482
1984,0.000221,0.000444
1985,0.000216,0.000444
1986,0.00020899999999999998,0.000444
1987,0.000202,0.00044500000000000003
1988,0.000192,0.00044500000000000003
1989,0.000183,0.00044500000000000003
1990,0.000174,0.00044500000000000003
1991,0.00017,0.00044500000000000003
1992,0.00016800000000000002,0.00044500000000000003
1993,0.000166,0.00044500000000000003
1994,0.000165,0.00044500000000000003
1995,0.000164,0.000442
1996,0.000165,0.000442
1997,0.00016700000000000002,0.000442
1998,0.00017,0.000442
1999,0.00017,0.000442
2000,0.00016800000000000002,0.000441
2001,0.000162,0.000441
2002,0.000155,0.000441
2003,0.000146,0.000441
2004,0.00013800000000000002,0.000441
2005,0.000131,0.000441
2006,0.000127,0.000441
2007,0.000124,0.000441
2008,0.000122,0.000441
2009,0.000122,0.000441
2010,0.000124,0.000441
2011,0.000125,0.000441
2012,0.000126,0.000441
2013,0.000129,0.000441
2014,0.000132,0.000441
2015,0.000136,0.000441
2016,0.00013900000000000002,0.000441
2017,0.00014099999999999998,0.000441
2018,0.00014299999999999998,0.000441
2019,0.00013800000000000002,0.000441
