year,IPC4,IPCMAG
1814,6.910000000000001e-06,1.53e-05
1815,6.9300000000000006e-06,1.53e-05
1816,6.9499999999999995e-06,1.54e-05
1817,6.98e-06,1.54e-05
1818,7e-06,1.55e-05
1819,7.0200000000000006e-06,1.56e-05
1820,7.04e-06,1.56e-05
1821,7.09e-06,1.57e-05
1822,7.13e-06,1.57e-05
1823,7.18e-06,1.58e-05
1824,7.23e-06,1.59e-05
1825,7.270000000000001e-06,1.59e-05
1826,7.32e-06,1.6e-05
1827,7.36e-06,1.61e-05
1828,7.41e-06,1.62e-05
1829,7.45e-06,1.62e-05
1830,7.499999999999999e-06,1.63e-05
1831,7.57e-06,1.6400000000000002e-05
1832,7.64e-06,1.66e-05
1833,7.709999999999999e-06,1.67e-05
1834,7.78e-06,1.68e-05
1835,7.85e-06,1.7e-05
1836,7.92e-06,1.7100000000000002e-05
1837,7.99e-06,1.72e-05
1838,8.059999999999999e-06,1.74e-05
1839,8.13e-06,1.7500000000000002e-05
1840,8.200000000000001e-06,1.76e-05
1841,8.269999999999999e-06,1.78e-05
1842,8.35e-06,1.7899999999999998e-05
1843,8.42e-06,1.8100000000000003e-05
1844,8.5e-06,1.8200000000000002e-05
1845,8.57e-06,1.84e-05
1846,8.65e-06,1.85e-05
1847,8.72e-06,1.87e-05
1848,8.8e-06,1.88e-05
1849,8.87e-06,1.9e-05
1850,8.949999999999999e-06,1.91e-05
1851,9.050000000000001e-06,1.93e-05
1852,9.15e-06,1.94e-05
1853,9.25e-06,1.96e-05
1854,9.35e-06,1.98e-05
1855,9.45e-06,2e-05
1856,9.55e-06,2.01e-05
1857,9.66e-06,2.03e-05
1858,9.76e-06,2.05e-05
1859,9.86e-06,2.07e-05
1860,9.96e-06,2.0799999999999997e-05
1861,1.01e-05,2.1000000000000002e-05
1862,1.02e-05,2.12e-05
1863,1.03e-05,2.14e-05
1864,1.0399999999999999e-05,2.1499999999999997e-05
1865,1.0500000000000001e-05,2.17e-05
1866,1.06e-05,2.19e-05
1867,1.07e-05,2.2100000000000002e-05
1868,1.08e-05,2.22e-05
1869,1.09e-05,2.24e-05
1870,1.1e-05,2.2599999999999997e-05
1871,1.12e-05,2.3e-05
1872,1.1400000000000001e-05,2.34e-05
1873,1.1599999999999999e-05,2.3800000000000003e-05
1874,1.18e-05,2.41e-05
1875,1.1900000000000001e-05,2.4500000000000003e-05
1876,1.21e-05,2.49e-05
1877,1.23e-05,2.53e-05
1878,1.25e-05,2.57e-05
1879,1.2699999999999999e-05,2.61e-05
1880,1.29e-05,2.65e-05
1881,1.31e-05,2.68e-05
1882,1.33e-05,2.7199999999999997e-05
1883,1.34e-05,2.76e-05
1884,1.3599999999999999e-05,2.79e-05
1885,1.38e-05,2.83e-05
1886,1.4e-05,2.87e-05
1887,1.4200000000000001e-05,2.9e-05
1888,1.44e-05,2.94e-05
1889,1.45e-05,2.98e-05
1890,1.47e-05,3.01e-05
1891,1.4999999999999999e-05,3.06e-05
1892,1.52e-05,3.11e-05
1893,1.54e-05,3.16e-05
1894,1.57e-05,3.2099999999999994e-05
1895,1.59e-05,3.26e-05
1896,1.61e-05,3.31e-05
1897,1.6400000000000002e-05,3.36e-05
1898,1.66e-05,3.4099999999999995e-05
1899,1.68e-05,3.46e-05
1900,1.7100000000000002e-05,3.51e-05
1901,1.73e-05,3.56e-05
1902,1.7500000000000002e-05,3.5999999999999994e-05
1903,1.77e-05,3.6400000000000004e-05
1904,1.7899999999999998e-05,3.69e-05
1905,1.7999999999999997e-05,3.73e-05
1906,1.8200000000000002e-05,3.7699999999999995e-05
1907,1.84e-05,3.82e-05
1908,1.8599999999999998e-05,3.86e-05
1909,1.88e-05,3.9e-05
1910,1.9e-05,3.95e-05
1911,1.92e-05,3.9800000000000005e-05
1912,1.93e-05,4.02e-05
1913,1.95e-05,4.06e-05
1914,1.96e-05,4.09e-05
1915,1.98e-05,4.13e-05
1916,1.9900000000000003e-05,4.1700000000000004e-05
1917,2.01e-05,4.21e-05
1918,2.03e-05,4.24e-05
1919,2.04e-05,4.28e-05
1920,2.06e-05,4.32e-05
1921,2.0799999999999997e-05,4.38e-05
1922,2.11e-05,4.44e-05
1923,2.14e-05,4.4999999999999996e-05
1924,2.16e-05,4.5600000000000004e-05
1925,2.19e-05,4.62e-05
1926,2.22e-05,4.68e-05
1927,2.2499999999999998e-05,4.74e-05
1928,2.2700000000000003e-05,4.8e-05
1929,2.3e-05,4.8599999999999995e-05
1930,2.33e-05,4.92e-05
1931,2.36e-05,5.01e-05
1932,2.4e-05,5.0900000000000004e-05
1933,2.44e-05,5.17e-05
1934,2.48e-05,5.2499999999999995e-05
1935,2.51e-05,5.33e-05
1936,2.55e-05,5.41e-05
1937,2.59e-05,5.49e-05
1938,2.63e-05,5.58e-05
1939,2.66e-05,5.66e-05
1940,2.7e-05,5.74e-05
1941,2.76e-05,5.82e-05
1942,2.81e-05,5.9e-05
1943,2.86e-05,5.98e-05
1944,2.92e-05,6.07e-05
1945,2.97e-05,6.15e-05
1946,3.03e-05,6.23e-05
1947,3.09e-05,6.31e-05
1948,3.14e-05,6.39e-05
1949,3.2e-05,6.469999999999999e-05
1950,3.26e-05,6.55e-05
1951,3.35e-05,6.71e-05
1952,3.4500000000000005e-05,6.88e-05
1953,3.56e-05,7.049999999999999e-05
1954,3.6700000000000004e-05,7.230000000000001e-05
1955,3.7900000000000006e-05,7.43e-05
1956,3.92e-05,7.630000000000001e-05
1957,4.05e-05,7.829999999999999e-05
1958,4.18e-05,8.05e-05
1959,4.3299999999999995e-05,8.269999999999999e-05
1960,4.4699999999999996e-05,8.5e-05
1961,4.63e-05,8.33e-05
1962,4.78e-05,8.33e-05
1963,4.9500000000000004e-05,8.33e-05
1964,5.11e-05,8.33e-05
1965,5.2900000000000005e-05,8.33e-05
1966,5.4600000000000006e-05,8.33e-05
1967,5.6500000000000005e-05,8.33e-05
1968,5.83e-05,8.33e-05
1969,6.02e-05,8.33e-05
1970,7.35e-05,8.33e-05
1971,5.77e-05,8.33e-05
1972,5.8700000000000004e-05,8.33e-05
1973,5.97e-05,8.33e-05
1974,6.07e-05,8.33e-05
1975,6.16e-05,8.33e-05
1976,6.26e-05,8.33e-05
1977,6.37e-05,8.48e-05
1978,6.469999999999999e-05,8.59e-05
1979,6.58e-05,9.09e-05
1980,6.7e-05,9.59e-05
1981,6.840000000000001e-05,8.81e-05
1982,7.01e-05,0.000108
1983,7.17e-05,0.000101
1984,7.33e-05,0.00011999999999999999
1985,7.5e-05,0.00013900000000000002
1986,7.670000000000001e-05,0.00013800000000000002
1987,7.829999999999999e-05,0.000124
1988,7.98e-05,0.000123
1989,8.13e-05,0.00016900000000000002
1990,8.28e-05,0.000171
1991,8.43e-05,0.000195
1992,8.56e-05,0.00019700000000000002
1993,8.64e-05,0.000191
1994,8.8e-05,0.000194
1995,8.87e-05,0.000194
1996,8.87e-05,0.000194
1997,8.98e-05,0.00019700000000000002
1998,9.14e-05,0.00019700000000000002
1999,9.23e-05,0.0002
2000,9.329999999999999e-05,0.0002
2001,9.470000000000001e-05,0.0002
2002,9.69e-05,0.000205
2003,9.87e-05,0.000205
2004,0.000101,0.000205
2005,0.000102,0.000205
2006,0.000104,0.000205
2007,0.000107,0.000206
2008,0.00011,0.000208
2009,0.000111,0.00020999999999999998
2010,0.00011300000000000001,0.00020999999999999998
2011,0.000116,0.000211
2012,0.000118,0.000212
2013,0.00011999999999999999,0.000213
2014,0.000122,0.000214
2015,0.000125,0.000216
2016,0.000128,0.000217
2017,0.00013000000000000002,0.00021799999999999999
2018,0.000132,0.000219
2019,0.000134,0.00022
