year,IPC4,IPCMAG
1909,0.00034399999999999996,9.86e-05
1910,0.000345,9.91e-05
1911,0.00034599999999999995,9.94e-05
1912,0.000347,9.98e-05
1913,0.000348,0.0001
1914,0.00034899999999999997,0.0001
1915,0.00035,0.000101
1916,0.00035099999999999997,0.000101
1917,0.000352,0.000101
1918,0.00035299999999999996,0.000102
1919,0.00035299999999999996,0.000102
1920,0.000354,0.000102
1921,0.00035499999999999996,0.000103
1922,0.000356,0.000103
1923,0.000357,0.000103
1924,0.000358,0.000104
1925,0.000359,0.000104
1926,0.00035999999999999997,0.00010499999999999999
1927,0.000361,0.00010499999999999999
1928,0.00036199999999999996,0.00010499999999999999
1929,0.00036199999999999996,0.000106
1930,0.000363,0.000106
1931,0.000364,0.000106
1932,0.000365,0.000106
1933,0.000366,0.000107
1934,0.000367,0.000107
1935,0.000368,0.000107
1936,0.00036899999999999997,0.00010899999999999999
1937,0.00037,0.000112
1938,0.000371,0.000114
1939,0.000372,0.000116
1940,0.000373,0.00011899999999999999
1941,0.000374,0.000121
1942,0.000375,0.000124
1943,0.000376,0.000127
1944,0.000377,0.000131
1945,0.000377,0.000134
1946,0.000378,0.00013800000000000002
1947,0.000379,0.00014099999999999998
1948,0.00038,0.000145
1949,0.000381,0.000148
1950,0.000382,0.00015099999999999998
1951,0.00036899999999999997,0.000149
1952,0.000366,0.00015
1953,0.000371,0.000154
1954,0.00038,0.00016
1955,0.00039200000000000004,0.00016700000000000002
1956,0.000406,0.000175
1957,0.00041999999999999996,0.000183
1958,0.000433,0.000192
1959,0.00044500000000000003,0.000199
1960,0.000456,0.000207
1961,0.000465,0.000155
1962,0.000472,0.000155
1963,0.000475,0.00011899999999999999
1964,0.000474,0.000417
1965,0.00046899999999999996,0.00040899999999999997
1966,0.00045900000000000004,0.00040899999999999997
1967,0.000444,0.00040899999999999997
1968,0.000426,0.000414
1969,0.00041,0.00041999999999999996
1970,0.000398,0.000423
1971,0.000391,0.000428
1972,0.000391,0.00046
1973,0.000389,0.00046899999999999996
1974,0.000381,0.000477
1975,0.000373,0.00048499999999999997
1976,0.00035999999999999997,0.00046
1977,0.00034300000000000004,0.00046300000000000003
1978,0.000326,0.000497
1979,0.000307,0.000505
1980,0.00029299999999999997,0.000516
1981,0.00028000000000000003,0.000527
1982,0.000268,0.000536
1983,0.000258,0.0005470000000000001
1984,0.000249,0.000505
1985,0.000241,0.000505
1986,0.00023300000000000003,0.000505
1987,0.000225,0.000505
1988,0.00021799999999999999,0.000505
1989,0.000212,0.000505
1990,0.00019600000000000002,0.000505
1991,0.00019,0.000505
1992,0.000188,0.000505
1993,0.000185,0.000505
1994,0.000185,0.000505
1995,0.000185,0.000505
1996,0.000185,0.000505
1997,0.000188,0.000505
1998,0.00019,0.000505
1999,0.00019,0.000505
2000,0.000188,0.000505
2001,0.000182,0.000505
2002,0.000174,0.000505
2003,0.000165,0.000505
2004,0.000154,0.000505
2005,0.000146,0.000505
2006,0.00014299999999999998,0.000505
2007,0.00014000000000000001,0.000505
2008,0.00013700000000000002,0.000505
2009,0.00013700000000000002,0.000505
2010,0.00014000000000000001,0.000505
2011,0.00014000000000000001,0.000505
2012,0.00014299999999999998,0.000505
2013,0.000146,0.000505
2014,0.000148,0.000505
2015,0.00015099999999999998,0.000505
2016,0.000157,0.000505
2017,0.000157,0.000505
2018,0.00016,0.000505
2019,0.000154,0.000505
2020,0.000154,0.000505
2021,0.00015900000000000002,0.000505
2022,0.000161,0.000505
