year,IPC4,IPCMAG
1911,1.24e-05,3.19e-06
1912,1.24e-05,3.2000000000000003e-06
1913,1.24e-05,3.21e-06
1914,1.25e-05,3.22e-06
1915,1.25e-05,3.22e-06
1916,1.25e-05,3.23e-06
1917,1.26e-05,3.24e-06
1918,1.26e-05,3.25e-06
1919,1.26e-05,3.2599999999999997e-06
1920,1.2699999999999999e-05,3.2599999999999997e-06
1921,1.2699999999999999e-05,3.27e-06
1922,1.2699999999999999e-05,3.28e-06
1923,1.2800000000000001e-05,3.29e-06
1924,1.2800000000000001e-05,3.3e-06
1925,1.2800000000000001e-05,3.31e-06
1926,1.2800000000000001e-05,3.31e-06
1927,1.29e-05,3.32e-06
1928,1.29e-05,3.33e-06
1929,1.29e-05,3.34e-06
1930,1.3e-05,3.35e-06
1931,1.3e-05,3.36e-06
1932,1.3e-05,3.3700000000000003e-06
1933,1.31e-05,3.3700000000000003e-06
1934,1.31e-05,3.3800000000000002e-06
1935,1.31e-05,3.3899999999999997e-06
1936,1.32e-05,3.47e-06
1937,1.32e-05,3.56e-06
1938,1.32e-05,3.64e-06
1939,1.33e-05,3.73e-06
1940,1.33e-05,3.81e-06
1941,1.33e-05,3.9e-06
1942,1.34e-05,3.98e-06
1943,1.34e-05,4.07e-06
1944,1.34e-05,4.16e-06
1945,1.31e-05,4.24e-06
1946,1.2800000000000001e-05,4.33e-06
1947,1.25e-05,4.42e-06
1948,1.22e-05,4.51e-06
1949,1.1900000000000001e-05,4.6e-06
1950,1.1599999999999999e-05,4.69e-06
1951,1.08e-05,4.6e-06
1952,1.0399999999999999e-05,4.64e-06
1953,1.02e-05,4.77e-06
1954,1.01e-05,4.96e-06
1955,1.01e-05,5.199999999999999e-06
1956,1.01e-05,5.47e-06
1957,1e-05,5.74e-06
1958,9.96e-06,6.01e-06
1959,9.839999999999999e-06,6.27e-06
1960,9.66e-06,6.51e-06
1961,9.43e-06,4.6e-06
1962,9.14e-06,4.6e-06
1963,8.77e-06,3.3e-06
1964,8.33e-06,1.3e-05
1965,7.8e-06,1.2699999999999999e-05
1966,7.2e-06,1.2699999999999999e-05
1967,6.55e-06,1.2699999999999999e-05
1968,5.9e-06,1.29e-05
1969,5.3e-06,1.31e-05
1970,6.43e-06,1.33e-05
1971,6.5e-06,1.35e-05
1972,6.6e-06,1.38e-05
1973,6.79e-06,1.41e-05
1974,6.98e-06,1.44e-05
1975,7.17e-06,1.47e-05
1976,7.35e-06,1.38e-05
1977,7.49e-06,1.38e-05
1978,7.58e-06,1.5100000000000001e-05
1979,7.76e-06,1.54e-05
1980,8e-06,1.58e-05
1981,8.34e-06,1.62e-05
1982,8.750000000000001e-06,1.65e-05
1983,9.16e-06,1.6899999999999997e-05
1984,9.58e-06,1.54e-05
1985,9.839999999999999e-06,1.54e-05
1986,9.98e-06,1.53e-05
1987,1.02e-05,1.53e-05
1988,1.02e-05,1.53e-05
1989,1.02e-05,1.53e-05
1990,1.02e-05,1.53e-05
1991,1e-05,1.53e-05
1992,9.9e-06,1.53e-05
1993,9.780000000000001e-06,1.53e-05
1994,9.72e-06,1.53e-05
1995,9.65e-06,1.53e-05
1996,9.71e-06,1.53e-05
1997,9.839999999999999e-06,1.53e-05
1998,1e-05,1.53e-05
1999,9.97e-06,1.53e-05
2000,9.839999999999999e-06,1.53e-05
2001,9.53e-06,1.53e-05
2002,9.15e-06,1.53e-05
2003,8.580000000000001e-06,1.53e-05
2004,8.08e-06,1.53e-05
2005,7.7e-06,1.53e-05
2006,7.45e-06,1.53e-05
2007,7.26e-06,1.53e-05
2008,7.190000000000001e-06,1.53e-05
2009,7.190000000000001e-06,1.53e-05
2010,7.26e-06,1.53e-05
2011,7.32e-06,1.53e-05
2012,7.440000000000001e-06,1.53e-05
2013,7.57e-06,1.53e-05
2014,7.76e-06,1.53e-05
2015,7.95e-06,1.53e-05
2016,8.14e-06,1.53e-05
2017,8.269999999999999e-06,1.7100000000000002e-05
2018,8.41e-06,2.11e-05
2019,8.56e-06,2.7400000000000002e-05
2020,8.710000000000001e-06,3.6400000000000004e-05
2021,8.81e-06,4.55e-05
2022,8.89e-06,5.4399999999999994e-05
2023,8.920000000000001e-06,6.16e-05
